"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Document Type","Publication Stage","Open Access","Source","EID"
"Vallières C.; Retamal L.; Ramlal P.; Osburn C.L.; Vincent W.F.","Vallières, Catherine (24466796200); Retamal, Leira (56112352600); Ramlal, Patricia (6603339239); Osburn, Christopher L. (7006969995); Vincent, Warwick F. (7103307348)","24466796200; 56112352600; 6603339239; 7006969995; 7103307348","Bacterial production and microbial food web structure in a large arctic river and the coastal Arctic Ocean","2008","Journal of Marine Systems","74","3-4","","756","773","17","78","10.1016/j.jmarsys.2007.12.002","https://www.scopus.com/inward/record.uri?eid=2-s2.0-55649095734&doi=10.1016%2fj.jmarsys.2007.12.002&partnerID=40&md5=1c9eee4d3b6beee227bf4676c857be3a","Article","Final","","Scopus","2-s2.0-55649095734"
"Kängsepp P.; Mathiasson L.","Kängsepp, Pille (25927939700); Mathiasson, Lennart (7005998128)","25927939700; 7005998128","Performance of a full-scale biofilter with peat and ash as a medium for treating industrial landfill leachate: A 3-year study of pollutant removal efficiency","2009","Waste Management and Research","27","2","","147","158","11","10","10.1177/0734242X08095232","https://www.scopus.com/inward/record.uri?eid=2-s2.0-61749097738&doi=10.1177%2f0734242X08095232&partnerID=40&md5=ae4e74ccad5ecdb50dc027ed878e6dca","Article","Final","","Scopus","2-s2.0-61749097738"
"Krasner S.W.; Westerhoff P.; Chen B.; Rittmann B.E.; Nam S.-N.; Amy G.","Krasner, Stuart W. (7003676580); Westerhoff, Paul (7004688700); Chen, Baiyang (55584186700); Rittmann, Bruce E. (7102480077); Nam, Seong-Nam (57226757907); Amy, Gary (16745205400)","7003676580; 7004688700; 55584186700; 7102480077; 57226757907; 16745205400","Impact of wastewater treatment processes on organic carbon, organic nitrogen, and DBP precursors in effluent organic matter","2009","Environmental Science and Technology","43","8","","2911","2918","7","217","10.1021/es802443t","https://www.scopus.com/inward/record.uri?eid=2-s2.0-65249094163&doi=10.1021%2fes802443t&partnerID=40&md5=9a7fcf2932422da2e779d916203def16","Article","Final","","Scopus","2-s2.0-65249094163"
"Katayama-Hirayama K.; Suzuki A.; Mukaiyama S.; Kaneko H.; Hirayama K.; Akitsu T.","Katayama-Hirayama, Keiko (6603241054); Suzuki, Akio (56376998100); Mukaiyama, Shintaro (56376900300); Kaneko, Hidehiro (7401784820); Hirayama, Kimiaki (7202437042); Akitsu, Tetsuya (7003675171)","6603241054; 56376998100; 56376900300; 7401784820; 7202437042; 7003675171","Removal of tetrabromobisphenol A by slow sand filtration and a high-performance UV lamp system","2010","Sustainable Environment Research","20","4","","221","225","4","7","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-80955178037&partnerID=40&md5=a172bb61bbc5f2644ed2db7c96d27eba","Article","Final","","Scopus","2-s2.0-80955178037"
"Johansson E.M.; Fransson P.M.A.; Finlay R.D.; van Hees P.A.W.","Johansson, Emma M. (7202067112); Fransson, Petra M.A. (7005302756); Finlay, Roger D. (7006585352); van Hees, Patrick A.W. (7006249299)","7202067112; 7005302756; 7006585352; 7006249299","Quantitative analysis of soluble exudates produced by ectomycorrhizal roots as a response to ambient and elevated CO2","2009","Soil Biology and Biochemistry","41","6","","1111","1116","5","78","10.1016/j.soilbio.2009.02.016","https://www.scopus.com/inward/record.uri?eid=2-s2.0-67349288511&doi=10.1016%2fj.soilbio.2009.02.016&partnerID=40&md5=0f8338431f1edd13c26b3ed5543aaada","Article","Final","","Scopus","2-s2.0-67349288511"
"Shao Z.-H.; He P.-J.; Zhang D.-Q.; Shao L.-M.","Shao, Zheng-Hao (28268013900); He, Pin-Jing (7202088514); Zhang, Dong-Qing (35301336100); Shao, Li-Ming (14029147700)","28268013900; 7202088514; 35301336100; 14029147700","Characterization of water-extractable organic matter during the biostabilization of municipal solid waste","2009","Journal of Hazardous Materials","164","2-3","","1191","1197","6","155","10.1016/j.jhazmat.2008.09.035","https://www.scopus.com/inward/record.uri?eid=2-s2.0-62649168337&doi=10.1016%2fj.jhazmat.2008.09.035&partnerID=40&md5=647f85088ff8ed1a7819374b78613a5b","Article","Final","","Scopus","2-s2.0-62649168337"
"Sebestyen S.D.; Boyer E.W.; Shanley J.B.; Kendall C.; Doctor D.H.; Aiken G.R.; Ohte N.","Sebestyen, Stephen D. (7801641455); Boyer, Elizabeth W. (35584213800); Shanley, James B. (7006661408); Kendall, Carol (7102153539); Doctor, Daniel H. (16635475900); Aiken, George R. (7006822096); Ohte, Nobuhito (7006506327)","7801641455; 35584213800; 7006661408; 7102153539; 16635475900; 7006822096; 7006506327","Sources, transformations, and hydrological processes that control stream nitrate and dissolved organic matter concentrations during snowmelt in an upland forest","2008","Water Resources Research","44","12","W12410","","","","141","10.1029/2008WR006983","https://www.scopus.com/inward/record.uri?eid=2-s2.0-59649090022&doi=10.1029%2f2008WR006983&partnerID=40&md5=10c28cc8c7de64f3f79b0d21b05fd19c","Article","Final","","Scopus","2-s2.0-59649090022"
"Kim S.; Chon K.; Kim S.J.; Lee S.; Lee E.; Cho J.","Kim, Suhan (53877873400); Chon, Kangmin (25960576500); Kim, Sun Jin (36064500600); Lee, Sungyun (36438267000); Lee, Eunkyung (57199432993); Cho, Jaeweon (7403536101)","53877873400; 25960576500; 36064500600; 36438267000; 57199432993; 7403536101","Uncertainty in organic matter analysis for seawater reverse osmosis (SWRO) desalination","2009","Desalination","238","1-3","","30","36","6","5","10.1016/j.desal.2008.01.032","https://www.scopus.com/inward/record.uri?eid=2-s2.0-58449132291&doi=10.1016%2fj.desal.2008.01.032&partnerID=40&md5=74e14b2291c004d16ddf1fc750c4656f","Article","Final","","Scopus","2-s2.0-58449132291"
"Buckingham S.; Tipping E.; Hamilton-Taylor J.","Buckingham, S. (23666454700); Tipping, E. (7006576635); Hamilton-Taylor, J. (7003303768)","23666454700; 7006576635; 7003303768","Concentrations and fluxes of dissolved organic carbon in UK topsoils","2008","Science of the Total Environment","407","1","","460","470","10","46","10.1016/j.scitotenv.2008.08.020","https://www.scopus.com/inward/record.uri?eid=2-s2.0-56249148127&doi=10.1016%2fj.scitotenv.2008.08.020&partnerID=40&md5=10498874e03715203891610b7bca9561","Article","Final","","Scopus","2-s2.0-56249148127"
"Mast M.A.; Clow D.W. David W.","Mast, M. Alisa (55666753300); Clow D.W., David W. (7005764179)","55666753300; 7005764179","Effects of 2003 wildfires on stream chemistry in Glacier National Park, Montana","2008","Hydrological Processes","22","26","","5013","5023","10","66","10.1002/hyp.7121","https://www.scopus.com/inward/record.uri?eid=2-s2.0-67650327090&doi=10.1002%2fhyp.7121&partnerID=40&md5=78751413ba12508070decc23bd72a4e8","Article","Final","","Scopus","2-s2.0-67650327090"
"Amirbahman A.; Ruck P.L.; Fernandez I.J.; Haines T.A.; Kahl J.S.","Amirbahman, Aria (6701437502); Ruck, Philip L. (7005859260); Fernandez, Ivan J. (7101615738); Haines, Terry A. (7006714308); Kahl, Jeffery S. (7005380358)","6701437502; 7005859260; 7101615738; 7006714308; 7005380358","The effect of fire on mercury cycling in the soils of forested watersheds: Acadia National Park, Maine, U.S.A","2004","Water, Air, and Soil Pollution","152","1-4","","315","331","16","61","10.1023/b:wate.0000015369.02804.15","https://www.scopus.com/inward/record.uri?eid=2-s2.0-1542376128&doi=10.1023%2fb%3awate.0000015369.02804.15&partnerID=40&md5=b9df884ccdff7376541467a566073e3d","Article","Final","","Scopus","2-s2.0-1542376128"
"Xu X.; Han L.; Luo X.; Liu Z.; Han S.","Xu, Xingkai (36624625000); Han, Lin (57217367328); Luo, Xianbao (35211424000); Liu, Zirui (57218416169); Han, Shijie (7405944157)","36624625000; 57217367328; 35211424000; 57218416169; 7405944157","Effects of nitrogen addition on dissolved N2O and CO2, dissolved organic matter, and inorganic nitrogen in soil solution under a temperate old-growth forest","2009","Geoderma","151","3-4","","370","377","7","33","10.1016/j.geoderma.2009.05.008","https://www.scopus.com/inward/record.uri?eid=2-s2.0-67449105502&doi=10.1016%2fj.geoderma.2009.05.008&partnerID=40&md5=d04ad50d7bafb2f159d2a46574345ae7","Article","Final","","Scopus","2-s2.0-67449105502"
"Mladenov N.; McKnight D.M.; Wolski P.; Murray-Hudson M.","Mladenov, N. (14829220700); McKnight, D.M. (7103272759); Wolski, P. (6602949318); Murray-Hudson, M. (16402941300)","14829220700; 7103272759; 6602949318; 16402941300","Simulation of DOM fluxes in a seasonal floodplain of the Okavango Delta, Botswana","2007","Ecological Modelling","205","1-2","","181","195","14","29","10.1016/j.ecolmodel.2007.02.015","https://www.scopus.com/inward/record.uri?eid=2-s2.0-34248180114&doi=10.1016%2fj.ecolmodel.2007.02.015&partnerID=40&md5=43b9c1432973c8779141243a47107a46","Article","Final","","Scopus","2-s2.0-34248180114"
"Hopfensperger K.N.; Kaushal S.S.; Findlay S.E.G.; Cornwell J.C.","Hopfensperger, Kristine N. (14420038500); Kaushal, Sujay S. (7005372819); Findlay, Stuart E. G. (7101618741); Cornwell, Jeffrey C. (35556414000)","14420038500; 7005372819; 7101618741; 35556414000","Influence of plant communities on denitrification in a tidal freshwater marsh of the Potomac River, United States","2009","Journal of Environmental Quality","38","2","","618","626","8","37","10.2134/jeq2008.0220","https://www.scopus.com/inward/record.uri?eid=2-s2.0-63449099607&doi=10.2134%2fjeq2008.0220&partnerID=40&md5=69a87d01b398f845ee18767a0d0deafc","Article","Final","","Scopus","2-s2.0-63449099607"
"Codispoti L.A.; Flagg C.N.; Swift J.H.","Codispoti, L.A. (6603916538); Flagg, C.N. (6701426879); Swift, James H. (35580215900)","6603916538; 6701426879; 35580215900","Hydrographic conditions during the 2004 SBI process experiments","2009","Deep-Sea Research Part II: Topical Studies in Oceanography","56","17","","1144","1163","19","50","10.1016/j.dsr2.2008.10.013","https://www.scopus.com/inward/record.uri?eid=2-s2.0-67649414316&doi=10.1016%2fj.dsr2.2008.10.013&partnerID=40&md5=e953f40db3fa358309c08ec20f68d422","Article","Final","","Scopus","2-s2.0-67649414316"
"Chow A.T.; Dahlgren R.A.; Zhang Q.; Wong P.K.","Chow, Alex T. (7201769541); Dahlgren, Randy A. (7005899511); Zhang, Qian (56459162800); Wong, P.K. (26666389600)","7201769541; 7005899511; 56459162800; 26666389600","Relationships between specific ultraviolet absorbance and trihalomethane precursors of different carbon sources","2008","Journal of Water Supply: Research and Technology - AQUA","57","7","","471","480","9","51","10.2166/aqua.2008.064","https://www.scopus.com/inward/record.uri?eid=2-s2.0-55349106182&doi=10.2166%2faqua.2008.064&partnerID=40&md5=5c52d7ee5360143ef76550dd5b419c0b","Article","Final","","Scopus","2-s2.0-55349106182"
"Morkoç E.; Okay O.S.; Edinçliler A.","Morkoç, Enis (6603363215); Okay, Oya S. (57204348426); Edinçliler, Ayşe (6506575540)","6603363215; 57204348426; 6506575540","Land-based sources of pollution along the Izmit Bay and their effect on the coastal waters","2008","Environmental Geology","56","1","","131","138","7","8","10.1007/s00254-007-1146-3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-54049102534&doi=10.1007%2fs00254-007-1146-3&partnerID=40&md5=60221f6d5e982629fd953ac9d18232a3","Article","Final","","Scopus","2-s2.0-54049102534"
"Buffam I.; Laudon H.; Seibert J.; Mörth C.-M.; Bishop K.","Buffam, Ishi (6508352149); Laudon, Hjalmar (7004029258); Seibert, Jan (7102368741); Mörth, Carl-Magnus (6602097953); Bishop, Kevin (55505978200)","6508352149; 7004029258; 7102368741; 6602097953; 55505978200","Spatial heterogeneity of the spring flood acid pulse in a boreal stream network","2008","Science of the Total Environment","407","1","","708","722","14","45","10.1016/j.scitotenv.2008.10.006","https://www.scopus.com/inward/record.uri?eid=2-s2.0-56249089974&doi=10.1016%2fj.scitotenv.2008.10.006&partnerID=40&md5=1196eb31c7f432d6fb203ac6ff326b0f","Article","Final","","Scopus","2-s2.0-56249089974"
"Bordeleau G.; Martel R.; Schäfer D.; Ampleman G.; Thiboutot S.","Bordeleau, Geneviève (23977696900); Martel, Richard (7005192077); Schäfer, Dirk (36741265500); Ampleman, Guy (56351877500); Thiboutot, Sonia (6603922452)","23977696900; 7005192077; 36741265500; 56351877500; 6603922452","Groundwater flow and contaminant transport modelling at an air weapons range","2008","Environmental Geology","55","2","","385","396","11","11","10.1007/s00254-007-0984-3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-46249120691&doi=10.1007%2fs00254-007-0984-3&partnerID=40&md5=1a9749041ec08a68b9a779bea3885708","Article","Final","","Scopus","2-s2.0-46249120691"
"Clilverd H.; White D.; Lilly M.","Clilverd, Hannah (23979318800); White, Daniel (57198695968); Lilly, Michael (8147199600)","23979318800; 57198695968; 8147199600","Chemical and physical controls on the oxygen regime of ice-covered arctic lakes and reservoirs","2009","Journal of the American Water Resources Association","45","2","","500","511","11","24","10.1111/j.1752-1688.2009.00305.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-63149192825&doi=10.1111%2fj.1752-1688.2009.00305.x&partnerID=40&md5=ec9e1038a07b0ea2c6199b4d2b5ac40f","Article","Final","","Scopus","2-s2.0-63149192825"
"Morkoç E.; Tüfekçi V.; Tüfekçi H.; Tolun L.; Karakoç F.T.; Güvensel T.","Morkoç, Enis (6603363215); Tüfekçi, Vildan (6603022437); Tüfekçi, Huseyin (6602298277); Tolun, Leyla (6602215092); Karakoç, Fatma Telli (18437065400); Güvensel, Tuǧba (24334551400)","6603363215; 6603022437; 6602298277; 6602215092; 18437065400; 24334551400","Effects of land-based sources on water quality in the Omerli reservoir (Istanbul, Turkey)","2009","Environmental Geology","57","5","","1035","1045","10","12","10.1007/s00254-008-1389-7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-67349280920&doi=10.1007%2fs00254-008-1389-7&partnerID=40&md5=3de0f4eaacbf9960ddf5fb58d4a036a4","Article","Final","","Scopus","2-s2.0-67349280920"
"Petrone K.C.; Hinzman L.D.; Shibata H.; Jones J.B.; Boone R.D.","Petrone, Kevin C. (15848863100); Hinzman, L.D. (7004371983); Shibata, H. (7402746016); Jones, J.B. (7406481808); Boone, R.D. (7004715639)","15848863100; 7004371983; 7402746016; 7406481808; 7004715639","The influence of fire and permafrost on sub-arctic stream chemistry during storms","2007","Hydrological Processes","21","4","","423","434","11","64","10.1002/hyp.6247","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33847056612&doi=10.1002%2fhyp.6247&partnerID=40&md5=97124c4ef13ed977a1ca70067f8e4eab","Article","Final","","Scopus","2-s2.0-33847056612"
"Kothawala D.N.; Moore T.R.; Hendershot W.H.","Kothawala, D.N. (14024544900); Moore, T.R. (57203784432); Hendershot, W.H. (7005644645)","14024544900; 57203784432; 7005644645","Adsorption of dissolved organic carbon to mineral soils: A comparison of four isotherm approaches","2008","Geoderma","148","1","","43","50","7","44","10.1016/j.geoderma.2008.09.004","https://www.scopus.com/inward/record.uri?eid=2-s2.0-54949094635&doi=10.1016%2fj.geoderma.2008.09.004&partnerID=40&md5=875128eabee2d3a397478b2445b675e5","Article","Final","","Scopus","2-s2.0-54949094635"
"Hruška J.; Krám P.; Mcdowell W.H.; Oulehle F.","Hruška, Jakub (56218751200); Krám, Pavel (6603735631); Mcdowell, William H. (7006465552); Oulehle, Filip (8710846400)","56218751200; 6603735631; 7006465552; 8710846400","Increased Dissolved Organic Carbon (DOC) in central European streams is driven by reductions in ionic strength rather than climate change or decreasing acidity","2009","Environmental Science and Technology","43","12","","4320","4326","6","158","10.1021/es803645w","https://www.scopus.com/inward/record.uri?eid=2-s2.0-67449110765&doi=10.1021%2fes803645w&partnerID=40&md5=8339a27da237c4396a63c87aef77b9d5","Article","Final","","Scopus","2-s2.0-67449110765"
"Helliwell R.C.; Britton A.J.; Gibbs S.; Fisher J.M.; Potts J.M.","Helliwell, R.C. (7006406820); Britton, A.J. (8564049700); Gibbs, S. (23766923300); Fisher, J.M. (7404016651); Potts, J.M. (7202337485)","7006406820; 8564049700; 23766923300; 7404016651; 7202337485","Interactive effects of N deposition, land management and weather patterns on soil solution chemistry in a Scottish alpine heath","2010","Ecosystems","13","5","","696","711","15","18","10.1007/s10021-010-9348-z","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77954951629&doi=10.1007%2fs10021-010-9348-z&partnerID=40&md5=690c43697945b090e6e28fb1b73d52f6","Article","Final","","Scopus","2-s2.0-77954951629"
"Marshall J.D.; Blair J.M.; Peters D.P.C.; Okin G.; Rango A.; Williams M.","Marshall, John D. (57215632652); Blair, John M. (7203040256); Peters, Debra P.C. (7403067266); Okin, Greg (6602377076); Rango, Albert (7004992402); Williams, Mark (56537420600)","57215632652; 7203040256; 7403067266; 6602377076; 7004992402; 56537420600","Predicting and understanding ecosystem responses to climate change at continental scales","2008","Frontiers in Ecology and the Environment","6","5","","273","280","7","44","10.1890/070165","https://www.scopus.com/inward/record.uri?eid=2-s2.0-44449096142&doi=10.1890%2f070165&partnerID=40&md5=d89281ff5d36ef66f47281f8f6c4aae3","Review","Final","","Scopus","2-s2.0-44449096142"
"Remeš M.; Kulhavý J.","Remeš, M. (57222582203); Kulhavý, J. (55520028900)","57222582203; 55520028900","Dissolved organic carbon concentrations under conditions of different forest composition","2009","Journal of Forest Science","55","5","","201","207","6","7","10.17221/16/2009-jfs","https://www.scopus.com/inward/record.uri?eid=2-s2.0-67649519003&doi=10.17221%2f16%2f2009-jfs&partnerID=40&md5=7638c1e4c5f75614ec37ef08b3da255d","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-67649519003"
"Meixner T.; Fenn M.E.; Wohlgemuth P.; Oxford M.; Riggan P.","Meixner, T. (6701814962); Fenn, M.E. (55351531700); Wohlgemuth, P. (6602392040); Oxford, M. (13404090500); Riggan, P. (6604086676)","6701814962; 55351531700; 6602392040; 13404090500; 6604086676","N saturation symptoms in chaparral catchments are not reversed by prescribed fire","2006","Environmental Science and Technology","40","9","","2887","2894","7","29","10.1021/es051268z","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33646341230&doi=10.1021%2fes051268z&partnerID=40&md5=8d68b54d55149c8a1bbbf7b92e0a31e4","Article","Final","","Scopus","2-s2.0-33646341230"
"Lane P.N.J.; Sheridan G.J.; Noske P.J.; Sherwin C.B.","Lane, Patrick N.J. (7202980469); Sheridan, Gary J. (7003706805); Noske, Philip J. (13411526300); Sherwin, Christopher B. (23568612700)","7202980469; 7003706805; 13411526300; 23568612700","Phosphorus and nitrogen exports from SE Australian forests following wildfire","2008","Journal of Hydrology","361","1-2","","186","198","12","70","10.1016/j.jhydrol.2008.07.041","https://www.scopus.com/inward/record.uri?eid=2-s2.0-52949149693&doi=10.1016%2fj.jhydrol.2008.07.041&partnerID=40&md5=bbef4181c2e5f6fc5774323a3aba5504","Article","Final","","Scopus","2-s2.0-52949149693"
"Deforet T.; Marmonier P.; Rieffel D.; Crini N.; Giraudoux P.; Gilbert D.","Deforet, Thomas (24340680500); Marmonier, Pierre (7004514936); Rieffel, Dominique (14032287300); Crini, Nadia (6504190716); Giraudoux, Patrick (7003935884); Gilbert, Daniel (15836432100)","24340680500; 7004514936; 14032287300; 6504190716; 7003935884; 15836432100","Do parafluvial zones have an impact in regulating river pollution? Spatial and temporal dynamics of nutrients, carbon, and bacteria in a large gravel bar of the Doubs River (France)","2009","Hydrobiologia","623","1","","235","250","15","15","10.1007/s10750-008-9661-0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-59549102843&doi=10.1007%2fs10750-008-9661-0&partnerID=40&md5=176ca3e39131693ef326659b51ea661e","Article","Final","","Scopus","2-s2.0-59549102843"
"Lepistö A.; Kortelainen P.; Mattsson T.","Lepistö, Ahti (7004495873); Kortelainen, Pirkko (58133304700); Mattsson, Tuija (56265661500)","7004495873; 58133304700; 56265661500","Increased organic C and N leaching in a northern boreal river basin in Finland","2008","Global Biogeochemical Cycles","22","3","GB3029","","","","99","10.1029/2007GB003175","https://www.scopus.com/inward/record.uri?eid=2-s2.0-65549121485&doi=10.1029%2f2007GB003175&partnerID=40&md5=840353df19f82de6a9d9f5a80c21616e","Article","Final","","Scopus","2-s2.0-65549121485"
"Campos M.L.A.M.; Nogueira R.F.P.; Dametto P.R.; Francisco J.G.; Coelho C.H.","Campos, M.L.A.M. (7202803559); Nogueira, R.F.P. (7102312903); Dametto, P.R. (18436806400); Francisco, J.G. (24740983800); Coelho, C.H. (48660973700)","7202803559; 7102312903; 18436806400; 24740983800; 48660973700","Dissolved organic carbon in rainwater: Glassware decontamination and sample preservation and volatile organic carbon","2007","Atmospheric Environment","41","39","","8924","8931","7","32","10.1016/j.atmosenv.2007.08.017","https://www.scopus.com/inward/record.uri?eid=2-s2.0-51349112588&doi=10.1016%2fj.atmosenv.2007.08.017&partnerID=40&md5=7439ca14fa2e51069d64cfc15af7da18","Article","Final","","Scopus","2-s2.0-51349112588"
"Clutterbuck B.; Yallop A.R.","Clutterbuck, B. (15049286700); Yallop, A.R. (15049974200)","15049286700; 15049974200","Land management as a factor controlling dissolved organic carbon release from upland peat soils 2: Changes in DOC productivity over four decades","2010","Science of the Total Environment","408","24","","6179","6191","12","54","10.1016/j.scitotenv.2010.08.038","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77958097352&doi=10.1016%2fj.scitotenv.2010.08.038&partnerID=40&md5=6d899e0db1897fefe9d66029dd3da2ad","Article","Final","","Scopus","2-s2.0-77958097352"
"Chasar L.C.; Scudder B.C.; Stewart A.R.; Bell A.H.; Aiken G.R.","Chasar, Lia C. (6507260683); Scudder, Barbara C. (6506264619); Stewart, A. Robin (37054741000); Bell, Amanda H. (17343264800); Aiken, George R. (7006822096)","6507260683; 6506264619; 37054741000; 17343264800; 7006822096","Mercury cycling in stream ecosystems. 3. Trophic dynamics and methylmercury bioaccumulation","2009","Environmental Science and Technology","43","8","","2733","2739","6","191","10.1021/es8027567","https://www.scopus.com/inward/record.uri?eid=2-s2.0-65249106516&doi=10.1021%2fes8027567&partnerID=40&md5=1d124b5b9a5d3435009f40c3c27f93fc","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-65249106516"
"Naik H.; Naqvi S.W.A.; Suresh T.; Narvekar P.V.","Naik, Herna (15521123800); Naqvi, S.W.A. (16240568500); Suresh, T. (7005246071); Narvekar, P.V. (6602466520)","15521123800; 16240568500; 7005246071; 6602466520","Impact of a tropical cyclone on biogeochemistry of the central Arabian Sea","2008","Global Biogeochemical Cycles","22","3","GB3020","","","","41","10.1029/2007GB003028","https://www.scopus.com/inward/record.uri?eid=2-s2.0-65549140093&doi=10.1029%2f2007GB003028&partnerID=40&md5=459640fbdc71670081834dda47087491","Article","Final","","Scopus","2-s2.0-65549140093"
"Clay G.D.; Worrall F.; Fraser E.D.G.","Clay, Gareth D. (26030230100); Worrall, Fred (7004608477); Fraser, Evan D.G. (8323188600)","26030230100; 7004608477; 8323188600","Effects of managed burning upon dissolved organic carbon (DOC) in soil water and runoff water following a managed burn of a UK blanket bog","2009","Journal of Hydrology","367","1-2","","41","51","10","55","10.1016/j.jhydrol.2008.12.022","https://www.scopus.com/inward/record.uri?eid=2-s2.0-60549102290&doi=10.1016%2fj.jhydrol.2008.12.022&partnerID=40&md5=f71c157d0f5529eea3d77797cd0789ef","Article","Final","","Scopus","2-s2.0-60549102290"
"Videla P.P.; Farwell A.J.; Butler B.J.; Dixon D.G.","Videla, Patricia P. (24503906200); Farwell, Andrea J. (7003752700); Butler, Barbara J. (55438698500); Dixon, D. George (7401748015)","24503906200; 7003752700; 55438698500; 7401748015","Examining the microbial degradation of naphthenic acids using stable isotope analysis of carbon and nitrogen","2009","Water, Air, and Soil Pollution","197","1-4","","107","119","12","15","10.1007/s11270-008-9794-9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-58549100460&doi=10.1007%2fs11270-008-9794-9&partnerID=40&md5=df745da1ab52b3b9985791f4ab125a16","Article","Final","","Scopus","2-s2.0-58549100460"
"Elliott K.J.; Vose J.M.","Elliott, Katherine J. (24461403500); Vose, James M. (7102395245)","24461403500; 7102395245","Initial effects of prescribed fire on quality of soil solution and streamwater in the southern Appalachian mountains","2005","Southern Journal of Applied Forestry","29","1","","5","15","10","30","10.1093/sjaf/29.1.5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-16244392426&doi=10.1093%2fsjaf%2f29.1.5&partnerID=40&md5=3727c8854fbfa26cecae9990bee8b230","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-16244392426"
"Inamdar S.; Rupp J.; Mitchell M.","Inamdar, Shreeram (7005060249); Rupp, Julia (25923077900); Mitchell, Myron (7402871350)","7005060249; 25923077900; 7402871350","Differences in dissolved organic carbon and nitrogen responses to storm-event and ground-water conditions in a forested, glaciated watershed in western New York","2008","Journal of the American Water Resources Association","44","6","","1458","1473","15","20","10.1111/j.1752-1688.2008.00251.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-57449111281&doi=10.1111%2fj.1752-1688.2008.00251.x&partnerID=40&md5=bbe33c667d7ae8f9f487d9edc0325561","Article","Final","","Scopus","2-s2.0-57449111281"
"Malecki-Brown L.M.; White J.R.; Sees M.","Malecki-Brown, Lynette M. (23005210000); White, John R. (7405251333); Sees, M. (12142119700)","23005210000; 7405251333; 12142119700","Alum application to improve water quality in a municipal wastewater treatment wetland","2009","Journal of Environmental Quality","38","2","","814","821","7","20","10.2134/jeq2008.0033","https://www.scopus.com/inward/record.uri?eid=2-s2.0-63449089764&doi=10.2134%2fjeq2008.0033&partnerID=40&md5=3d93f22f8592c85cd863f3fae515c746","Article","Final","","Scopus","2-s2.0-63449089764"
"Mattsson T.; Kortelainen P.; Laubel A.; Evans D.; Pujo-Pay M.; Räike A.; Conan P.","Mattsson, Tuija (56265661500); Kortelainen, Pirkko (58133304700); Laubel, Anker (6602268210); Evans, Dylan (55478767800); Pujo-Pay, Mireille (6602877398); Räike, Antti (6508006274); Conan, Pascal (6603747834)","56265661500; 58133304700; 6602268210; 55478767800; 6602877398; 6508006274; 6603747834","Export of dissolved organic matter in relation to land use along a European climatic gradient","2009","Science of the Total Environment","407","6","","1967","1976","9","110","10.1016/j.scitotenv.2008.11.014","https://www.scopus.com/inward/record.uri?eid=2-s2.0-60249091011&doi=10.1016%2fj.scitotenv.2008.11.014&partnerID=40&md5=58adb2cd9e725a9d66a067254ddcff4d","Article","Final","","Scopus","2-s2.0-60249091011"
"Zupančič M.; Justin M.Z.; Bukovec P.; Šelih V.S.","Zupančič, Marija (7004387506); Justin, Maja Zupančič (23480084800); Bukovec, Peter (7003882885); Šelih, Vid Simon (6507562330)","7004387506; 23480084800; 7003882885; 6507562330","Chromium in soil layers and plants on closed landfill site after landfill leachate application","2009","Waste Management","29","6","","1860","1869","9","20","10.1016/j.wasman.2008.11.013","https://www.scopus.com/inward/record.uri?eid=2-s2.0-63149133687&doi=10.1016%2fj.wasman.2008.11.013&partnerID=40&md5=e36e2691ede899484d1575e32a5f768e","Article","Final","","Scopus","2-s2.0-63149133687"
"Kirk J.L.; Louis V.L.St.","Kirk, Jane L. (55438702400); Louis, Vincent L. St. (57205911925)","55438702400; 57205911925","Multiyear total and methyl mercury exports from two major sub-arctic rivers draining into Hudson Bay, Canada","2009","Environmental Science and Technology","43","7","","2254","2261","7","52","10.1021/es803138z","https://www.scopus.com/inward/record.uri?eid=2-s2.0-64349122318&doi=10.1021%2fes803138z&partnerID=40&md5=e395cbca1faa82e85ad73e119fbefc31","Article","Final","","Scopus","2-s2.0-64349122318"
